Book_A,Chapter_A,Number_A,Matn_A,Book_B,Chapter_B,Number_B,Matn_B,Label
bukhari,1,2,"(the mother of the faithful believers) al-harith bin hisham asked allah's messenger  ""o allah's messenger ! how is the divine inspiration revealed to you?"" allah's messenger  replied, ""sometimes it is (revealed) like the ringing of a bell, this form of inspiration is the hardest of all and then this state passes off after i have grasped what is inspired. sometimes the angel comes in the form of a man and talks to me and i grasp whatever he says."" 'aisha added: verily i saw the prophet  being inspired divinely on a very cold day and noticed the sweat dropping from his forehead (as the inspiration was over).",bukhari,1,3,"(the mother of the faithful believers) the commencement of the divine inspiration to allah's messenger  was in the form of good dreams which came true like bright daylight, and then the love of seclusion was bestowed upon him. he used to go in seclusion in the cave of hira where he used to worship (allah alone) continuously for many days before his desire to see his family. he used to take with him the journey food for the stay and then come back to (his wife) khadija to take his food likewise again till suddenly the truth descended upon him while he was in the cave of hira. the angel came to him and asked him to read. the prophet  replied, ""i do not know how to read."" the prophet  added, ""the angel caught me (forcefully) and pressed me so hard that i could not bear it any more. he then released me and again asked me to read and i replied, 'i do not know how to read.' thereupon he caught me again and pressed me a second time till i could not bear it any more. he then released me and again asked me to read but again i replied, 'i do not know how to read (or what shall i read)?' thereupon he caught me for the third time and pressed me, and then released me and said, 'read in the name of your lord, who has created (all that exists), created man from a clot. read! and your lord is the most generous."" (96.1, 96.2, 96.3) then allah's messenger  returned with the inspiration and with his heart beating severely. then he went to khadija bint khuwailid and said, ""cover me! cover me!"" they covered him till his fear was over and after that he told her everything that had happened and said, ""i fear that something may happen to me."" khadija replied, ""never! by allah, allah will never disgrace you. you keep good relations with your kith and kin, help the poor and the destitute, serve your guests generously and assist the deserving calamity-afflicted ones.""khadija then accompanied him to her cousin waraqa bin naufal bin asad bin 'abdul 'uzza, who, during the pre-islamic period became a christian and used to write the writing with hebrew letters. he would write from the gospel in hebrew as much as allah wished him to write. he was an old man and had lost his eyesight. khadija said to waraqa, ""listen to the story of your nephew, o my cousin!"" waraqa asked, ""o my nephew! what have you seen?"" allah's messenger  described whatever he had seen. waraqa said, ""this is the same one who keeps the secrets (angel gabriel) whom allah had sent to moses. i wish i were young and could live up to the time when your people would turn you out."" allah's messenger  asked, ""will they drive me out?"" waraqa replied in the affirmative and said, ""anyone (man) who came with something similar to what you have brought was treated with hostility; and if i should remain alive till the day when you will be turned out then i would support you strongly."" but after a few days waraqa died and the divine inspiration was also paused for a while.",0
bukhari,1,2,"(the mother of the faithful believers) al-harith bin hisham asked allah's messenger  ""o allah's messenger ! how is the divine inspiration revealed to you?"" allah's messenger  replied, ""sometimes it is (revealed) like the ringing of a bell, this form of inspiration is the hardest of all and then this state passes off after i have grasped what is inspired. sometimes the angel comes in the form of a man and talks to me and i grasp whatever he says."" 'aisha added: verily i saw the prophet  being inspired divinely on a very cold day and noticed the sweat dropping from his forehead (as the inspiration was over).",bukhari,2,43,"once the prophet  came while a woman was sitting with me. he said, ""whois she?"" i replied, ""she is so and so,"" and told him about her(excessive) praying. he said disapprovingly, ""do (good) deeds which iswithin your capacity (without being overtaxed) as allah does not gettired (of giving rewards) but (surely) you will get tired and the bestdeed (act of worship) in the sight of allah is that which is doneregularly.""",0
bukhari,3,24,"i came to aisha while she was praying, and said to her, ""what has happened to the people?"" shepointed out towards the sky. (i looked towards the mosque), and saw the people offering the prayer.aisha said, ""subhan allah."" i said to her, ""is there a sign?"" she nodded with her head meaning, ""yes.""i, too, then stood (for the prayer of eclipse) till i became (nearly) unconscious and later on i pouredwater on my head. after the prayer, the prophet  praised and glorified allah and then said,""just now at this place i have seen what i have never seen before, including paradise and hell. nodoubt it has been inspired to me that you will be put to trials in your graves and these trials will be likethe trials of masih-ad-dajjal or nearly like it (the sub narrator is not sure which expression asma'used). you will be asked, 'what do you know about this man (the prophet  muhammad)?' then thefaithful believer (or asma' said a similar word) will reply, 'he is muhammad allah's messenger  who hadcome to us with clear evidences and guidance and so we accepted his teachings and followed him.and he is muhammad.' and he will repeat it thrice. then the angels will say to him, 'sleep in peace aswe have come to know that you were a faithful believer.' on the other hand, a hypocrite or a doubtfulperson will reply, 'i do not know, but i heard the people saying something and so i said it.' (the same).""",bukhari,2,43,"once the prophet  came while a woman was sitting with me. he said, ""whois she?"" i replied, ""she is so and so,"" and told him about her(excessive) praying. he said disapprovingly, ""do (good) deeds which iswithin your capacity (without being overtaxed) as allah does not gettired (of giving rewards) but (surely) you will get tired and the bestdeed (act of worship) in the sight of allah is that which is doneregularly.""",0
bukhari,1,2,"(the mother of the faithful believers) al-harith bin hisham asked allah's messenger  ""o allah's messenger ! how is the divine inspiration revealed to you?"" allah's messenger  replied, ""sometimes it is (revealed) like the ringing of a bell, this form of inspiration is the hardest of all and then this state passes off after i have grasped what is inspired. sometimes the angel comes in the form of a man and talks to me and i grasp whatever he says."" 'aisha added: verily i saw the prophet  being inspired divinely on a very cold day and noticed the sweat dropping from his forehead (as the inspiration was over).",ibnmaja,37,4301,"the messenger of allah  said to me: o aishah, beware of (evil) deeds that are regarded as insignificant, for they have a pursuer from allah. (i.e. accountability).",0
bukhari,4,227,"a woman came to the prophet  and said, ""if anyone of us gets menses in her clothes then what shouldshe do?"" he replied, ""she should (take hold of the soiled place), rub it and put it in the water and rub itin order to remove the traces of blood and then pour water over it. then she can pray in it.""",ibnmaja,37,4296,"there was a woman with me, and the prophet  entered upon me and said: who is that? i said: so-and-so; she does not sleep, – she mentioned her excessive praying. the prophet  said: keep quiet. you should do what you are able to, for by allah, allah does not get tired (of giving reward) but you get tired. she said: the most beloved of religious deed to him was that in which a person persists.",0
bukhari,1,2,"(the mother of the faithful believers) al-harith bin hisham asked allah's messenger  ""o allah's messenger ! how is the divine inspiration revealed to you?"" allah's messenger  replied, ""sometimes it is (revealed) like the ringing of a bell, this form of inspiration is the hardest of all and then this state passes off after i have grasped what is inspired. sometimes the angel comes in the form of a man and talks to me and i grasp whatever he says."" 'aisha added: verily i saw the prophet  being inspired divinely on a very cold day and noticed the sweat dropping from his forehead (as the inspiration was over).",bukhari,65,4950,"the commencement of (the divine inspirations to) allah's messenger  was in the form of true dreams. the angel came to him and said, ""read! in the name of your lord who has created all exists), has created man from a clot. read! and your lord is most generous, who has taught (the writing) by the pen. (96.1-4)",0
muslim,3,704,"i asked 'a'isha about the witr (prayer) of the messenger of allah  and made mention of a hadith, then i said: what did he do after having sexual intercourse? did he take a bath before going to sleep or did he sleep before taking a bath? she said: he did all these. some- times he took a bath and then slept, and sometimes he performed ablution only and went to sleep. i (the narrator) said: praise be to allah who has made things easy (for human beings).",bukhari,2,43,"once the prophet  came while a woman was sitting with me. he said, ""whois she?"" i replied, ""she is so and so,"" and told him about her(excessive) praying. he said disapprovingly, ""do (good) deeds which iswithin your capacity (without being overtaxed) as allah does not gettired (of giving rewards) but (surely) you will get tired and the bestdeed (act of worship) in the sight of allah is that which is doneregularly.""",0
tirmizi,48,3634,"i asked aishah [may allah be pleased with her]: with what did the prophet used to open his salat when he stood up in the night? she said: when he stood up in the night, he would open his salat by saying: o allah, lord of jibrail, mikail, and israfil; originator of the heavens and the earth, [and] knower of the hidden and the seen; you judge between your slaves concerning that which they used to differ, guide me through that which there has been difference concerning the truth, verily, you are upon a straight path (allāhumma rabba jibrīla wa mīkā'ila wa isrāfīl, fāṭira-samāwāti wal-arḍi [wa] `ālimal-ghaibi wash-shahādati anta taḥkumu baina `ibādika fīmā kānū fīhi yakhtalifūn, ihdini limakhtulifa fīhi minal-ḥaqqi bi'idhnika innaka tahdī man tashā'u ilā ṣirātin mustaqīm).",bukhari,2,43,"once the prophet  came while a woman was sitting with me. he said, ""whois she?"" i replied, ""she is so and so,"" and told him about her(excessive) praying. he said disapprovingly, ""do (good) deeds which iswithin your capacity (without being overtaxed) as allah does not gettired (of giving rewards) but (surely) you will get tired and the bestdeed (act of worship) in the sight of allah is that which is doneregularly.""",0
bukhari,4,223,"i brought my young son, who had not started eating (ordinary food) to allah's messenger  who took himand made him sit in his lap. the child urinated on the garment of the prophet, so he asked for waterand poured it over the soiled (area) and did not wash it.",ibnmaja,1,524,"""i came to the messenger of allah with a son of mine who was not yet eating solid food, and he (the baby) urinated on him. he called for water and sprinkled it over (the urine).""",1
bukhari,4,223,"i brought my young son, who had not started eating (ordinary food) to allah's messenger  who took himand made him sit in his lap. the child urinated on the garment of the prophet, so he asked for waterand poured it over the soiled (area) and did not wash it.",ibnmaja,1,522,"""husain bin 'ali urinated in the lap of the prophet and i said: 'o messenger of allah, give me your garment and put on another garment.' he said: 'water should be sprinkled on the urine of a baby boy, and the urine of a baby girl should be washed away.'""",0
ibnmaja,1,524,"""i came to the messenger of allah with a son of mine who was not yet eating solid food, and he (the baby) urinated on him. he called for water and sprinkled it over (the urine).""",ibnmaja,1,522,"""husain bin 'ali urinated in the lap of the prophet and i said: 'o messenger of allah, give me your garment and put on another garment.' he said: 'water should be sprinkled on the urine of a baby boy, and the urine of a baby girl should be washed away.'""",0
bukhari,1,2,"(the mother of the faithful believers) al-harith bin hisham asked allah's messenger  ""o allah's messenger ! how is the divine inspiration revealed to you?"" allah's messenger  replied, ""sometimes it is (revealed) like the ringing of a bell, this form of inspiration is the hardest of all and then this state passes off after i have grasped what is inspired. sometimes the angel comes in the form of a man and talks to me and i grasp whatever he says."" 'aisha added: verily i saw the prophet  being inspired divinely on a very cold day and noticed the sweat dropping from his forehead (as the inspiration was over).",bukhari,91,6982,"the commencement of the divine inspiration to allah's messenger  was in the form of good righteous(true) dreams in his sleep. he never had a dream but that it came true like bright day light. he used togo in seclusion (the cave of) hira where he used to worship(allah alone) continuously for many(days) nights. he used to take with him the journey food for that (stay) and then come back to (hiswife) khadija to take his food like-wise again for another period to stay, till suddenly the truthdescended upon him while he was in the cave of hira. the angel came to him in it and asked him toread. the prophet  replied, ""i do not know how to read."" (the prophet  added), ""the angel caught me(forcefully) and pressed me so hard that i could not bear it anymore. he then released me and againasked me to read, and i replied, ""i do not know how to read,"" whereupon he caught me again andpressed me a second time till i could not bear it anymore. he then released me and asked me again toread, but again i replied, ""i do not know how to read (or, what shall i read?)."" thereupon he caughtme for the third time and pressed me and then released me and said, ""read: in the name of your lord,who has created (all that exists). has created man from a clot. read and your lord is mostgenerous...up to..... ..that which he knew not."" (96.15)then allah's messenger  returned with the inspiration, his neck muscles twitching with terror till heentered upon khadija and said, ""cover me! cover me!"" they covered him till his fear was over andthen he said, ""o khadija, what is wrong with me?"" then he told her everything that had happened andsaid, 'i fear that something may happen to me."" khadija said, 'never! but have the glad tidings, for byallah, allah will never disgrace you as you keep good reactions with your kith and kin, speak thetruth, help the poor and the destitute, serve your guest generously and assist the deserving, calamityafflictedones."" khadija then accompanied him to (her cousin) waraqa bin naufal bin asad bin`abdul `uzza bin qusai. waraqa was the son of her paternal uncle, i.e., her father's brother, whoduring the pre-islamic period became a christian and used to write the arabic writing and used towrite of the gospels in arabic as much as allah wished him to write. he was an old man and had losthis eyesight. khadija said to him, ""o my cousin! listen to the story of your nephew."" waraqa asked,""o my nephew! what have you seen?"" the prophet  described whatever he had seen.waraqa said, ""this is the same namus (i.e., gabriel, the angel who keeps the secrets) whom allahhad sent to moses. i wish i were young and could live up to the time when your people would turnyou out."" allah's messenger  asked, ""will they turn me out?"" waraqa replied in the affirmative and said:""never did a man come with something similar to what you have brought but was treated withhostility. if i should remain alive till the day when you will be turned out then i would support youstrongly."" but after a few days waraqa died and the divine inspiration was also paused for a whileand the prophet  became so sad as we have heard that he intended several times to throw himself fromthe tops of high mountains and every time he went up the top of a mountain in order to throw himselfdown, gabriel would appear before him and say, ""o muhammad! you are indeed allah's messenger  intruth"" whereupon his heart would become quiet and he would calm down and would return home. andwhenever the period of the coming of the inspiration used to become long, he would do as before, butwhen he used to reach the top of a mountain, gabriel would appear before him and say to him what hehad said before. (ibn `abbas said regarding the meaning of: 'he it is that cleaves the daybreak (fromthe darkness)' (6.96) that al-asbah. means the light of the sun during the day and the light of themoon at night).",0
bukhari,65,4950,"the commencement of (the divine inspirations to) allah's messenger  was in the form of true dreams. the angel came to him and said, ""read! in the name of your lord who has created all exists), has created man from a clot. read! and your lord is most generous, who has taught (the writing) by the pen. (96.1-4)",bukhari,91,6982,"the commencement of the divine inspiration to allah's messenger  was in the form of good righteous(true) dreams in his sleep. he never had a dream but that it came true like bright day light. he used togo in seclusion (the cave of) hira where he used to worship(allah alone) continuously for many(days) nights. he used to take with him the journey food for that (stay) and then come back to (hiswife) khadija to take his food like-wise again for another period to stay, till suddenly the truthdescended upon him while he was in the cave of hira. the angel came to him in it and asked him toread. the prophet  replied, ""i do not know how to read."" (the prophet  added), ""the angel caught me(forcefully) and pressed me so hard that i could not bear it anymore. he then released me and againasked me to read, and i replied, ""i do not know how to read,"" whereupon he caught me again andpressed me a second time till i could not bear it anymore. he then released me and asked me again toread, but again i replied, ""i do not know how to read (or, what shall i read?)."" thereupon he caughtme for the third time and pressed me and then released me and said, ""read: in the name of your lord,who has created (all that exists). has created man from a clot. read and your lord is mostgenerous...up to..... ..that which he knew not."" (96.15)then allah's messenger  returned with the inspiration, his neck muscles twitching with terror till heentered upon khadija and said, ""cover me! cover me!"" they covered him till his fear was over andthen he said, ""o khadija, what is wrong with me?"" then he told her everything that had happened andsaid, 'i fear that something may happen to me."" khadija said, 'never! but have the glad tidings, for byallah, allah will never disgrace you as you keep good reactions with your kith and kin, speak thetruth, help the poor and the destitute, serve your guest generously and assist the deserving, calamityafflictedones."" khadija then accompanied him to (her cousin) waraqa bin naufal bin asad bin`abdul `uzza bin qusai. waraqa was the son of her paternal uncle, i.e., her father's brother, whoduring the pre-islamic period became a christian and used to write the arabic writing and used towrite of the gospels in arabic as much as allah wished him to write. he was an old man and had losthis eyesight. khadija said to him, ""o my cousin! listen to the story of your nephew."" waraqa asked,""o my nephew! what have you seen?"" the prophet  described whatever he had seen.waraqa said, ""this is the same namus (i.e., gabriel, the angel who keeps the secrets) whom allahhad sent to moses. i wish i were young and could live up to the time when your people would turnyou out."" allah's messenger  asked, ""will they turn me out?"" waraqa replied in the affirmative and said:""never did a man come with something similar to what you have brought but was treated withhostility. if i should remain alive till the day when you will be turned out then i would support youstrongly."" but after a few days waraqa died and the divine inspiration was also paused for a whileand the prophet  became so sad as we have heard that he intended several times to throw himself fromthe tops of high mountains and every time he went up the top of a mountain in order to throw himselfdown, gabriel would appear before him and say, ""o muhammad! you are indeed allah's messenger  intruth"" whereupon his heart would become quiet and he would calm down and would return home. andwhenever the period of the coming of the inspiration used to become long, he would do as before, butwhen he used to reach the top of a mountain, gabriel would appear before him and say to him what hehad said before. (ibn `abbas said regarding the meaning of: 'he it is that cleaves the daybreak (fromthe darkness)' (6.96) that al-asbah. means the light of the sun during the day and the light of themoon at night).",0
bukhari,2,43,"once the prophet  came while a woman was sitting with me. he said, ""whois she?"" i replied, ""she is so and so,"" and told him about her(excessive) praying. he said disapprovingly, ""do (good) deeds which iswithin your capacity (without being overtaxed) as allah does not gettired (of giving rewards) but (surely) you will get tired and the bestdeed (act of worship) in the sight of allah is that which is doneregularly.""",bukhari,67,5237,"once sa`da bint zam`a went out at night for some need, and `umar saw her, and recognizing her, hesaid (to her), ""by allah, o sa`da! you cannot hide yourself from us."" so she returned to the prophet and mentioned that to him while he was sitting in my dwelling taking his supper and holding a bonecovered with meat in his hand. then the divine inspiration was revealed to him and when that statewas over, he (the prophet  was saying: ""o women! you have been allowed by allah to go out for yourneeds.""",0
bukhari,2,43,"once the prophet  came while a woman was sitting with me. he said, ""whois she?"" i replied, ""she is so and so,"" and told him about her(excessive) praying. he said disapprovingly, ""do (good) deeds which iswithin your capacity (without being overtaxed) as allah does not gettired (of giving rewards) but (surely) you will get tired and the bestdeed (act of worship) in the sight of allah is that which is doneregularly.""",muslim,6,1708,"he (the holy prophet) loved (that action) which one keeps on doing regularly. i said (to 'a'isha): when did he pray (at night)? she replied: when he heard the cock crow, he got up and observed prayer.",0
bukhari,2,43,"once the prophet  came while a woman was sitting with me. he said, ""whois she?"" i replied, ""she is so and so,"" and told him about her(excessive) praying. he said disapprovingly, ""do (good) deeds which iswithin your capacity (without being overtaxed) as allah does not gettired (of giving rewards) but (surely) you will get tired and the bestdeed (act of worship) in the sight of allah is that which is doneregularly.""",abudaud,43,4659,"a man asked permissionto see the prophet , and the prophet  said: he is a bad member of the tribe. when he entered, the messenger of allah  treated in a frank and friendly way and spoke to him. when he departed , i said: messenger of allah! when he asked permission, you said: he is a bad member of the tribe, but when he entered, you treated him in a frank and friendly way. the messenger of allah replied: aisha! allah does not like the one who is unseemly and lewd in his language.",0
bukhari,2,43,"once the prophet  came while a woman was sitting with me. he said, ""whois she?"" i replied, ""she is so and so,"" and told him about her(excessive) praying. he said disapprovingly, ""do (good) deeds which iswithin your capacity (without being overtaxed) as allah does not gettired (of giving rewards) but (surely) you will get tired and the bestdeed (act of worship) in the sight of allah is that which is doneregularly.""",tirmizi,48,3769,"the prophet  passed by her while she was in her place of prayer, then the prophet  passed by her near midday, so he  said to her: you have not ceased to be in this state? she said: yes. he said: should i not teach you words to say: glory to allah according to the number of his creation, glory to allah according to the number of his creation, glory to allah according to the number of his creation (subḥān allāhi `adada khalqihi, subḥān allāhi `adada khalqihi, subḥān allāhi `adada khalqihi). glory to allah accord to what pleases him, glory to allah accord to what pleases him, glory to allah accord to what pleases him (subḥān allāhi riḍā nafsihi, subḥān allāhi riḍā nafsihi, ssubḥān allāhi riḍā nafsihii). glory to allah according to the weight of his throne, glory to allah according to the weight of his throne, glory to allah according to the weight of his throne (subḥān allāhi zinata `arshihi, subḥān allāhi zinata `arshihi, subḥān allāhi zinata `arshihi). glory to allah according to the amount of his words, glory to allah according to the amount of his words, glory to allah according to the amount of his words (subḥān allāhi midāda kalimātihi, subḥān allāhi midāda kalimātihi, subḥān allāhi midāda kalimātihi).",0
bukhari,59,3231,"that she asked the prophet  , 'have you encountered a day harder than the day of the battle) of uhud?""the prophet  replied, ""your tribes have troubled me a lot, and the worse trouble was the trouble on theday of 'aqaba when i presented myself to ibn `abd-yalail bin `abd-kulal and he did not respond tomy demand. so i departed, overwhelmed with excessive sorrow, and proceeded on, and could notrelax till i found myself at qarnath-tha-alib where i lifted my head towards the sky to see a cloudshading me unexpectedly. i looked up and saw gabriel in it. he called me saying, 'allah has heardyour people's saying to you, and what they have replied back to you, allah has sent the angel of themountains to you so that you may order him to do whatever you wish to these people.' the angel ofthe mountains called and greeted me, and then said, ""o muhammad! order what you wish. if youlike, i will let al-akh-shabain (i.e. two mountains) fall on them."" the prophet  said, ""no but i hopethat allah will let them beget children who will worship allah alone, and will worship none besideshim.""",bukhari,3,86,"i came to aisha while she was praying, and said to her, ""what has happened to the people?"" shepointed out towards the sky. (i looked towards the mosque), and saw the people offering the prayer.aisha said, ""subhan allah."" i said to her, ""is there a sign?"" she nodded with her head meaning, ""yes.""i, too, then stood (for the prayer of eclipse) till i became (nearly) unconscious and later on i pouredwater on my head. after the prayer, the prophet  praised and glorified allah and then said,""just now at this place i have seen what i have never seen before, including paradise and hell. nodoubt it has been inspired to me that you will be put to trials in your graves and these trials will be likethe trials of masih-ad-dajjal or nearly like it (the sub narrator is not sure which expression asma'used). you will be asked, 'what do you know about this man (the prophet  muhammad)?' then thefaithful believer (or asma' said a similar word) will reply, 'he is muhammad allah's messenger  who hadcome to us with clear evidences and guidance and so we accepted his teachings and followed him.and he is muhammad.' and he will repeat it thrice. then the angels will say to him, 'sleep in peace aswe have come to know that you were a faithful believer.' on the other hand, a hypocrite or a doubtfulperson will reply, 'i do not know, but i heard the people saying something and so i said it.' (the same).""",0
bukhari,52,2655,"the prophet  heard a man (reciting qur'an) in the mosque, and he said, ""may allah bestow his mercyupon him. no doubt, he made me remember such-and such verses of such-and-such sura which idropped (from my memory).narrated aisha: the prophet  performed the tahajjud prayer in my house, and then he heard the voiceof `abbad who was praying in the mosque, and said, ""o aisha! is this `abbad's voice?"" i said, ""yes.""he said, ""o allah! be merciful to `abbad!""",bukhari,3,86,"i came to aisha while she was praying, and said to her, ""what has happened to the people?"" shepointed out towards the sky. (i looked towards the mosque), and saw the people offering the prayer.aisha said, ""subhan allah."" i said to her, ""is there a sign?"" she nodded with her head meaning, ""yes.""i, too, then stood (for the prayer of eclipse) till i became (nearly) unconscious and later on i pouredwater on my head. after the prayer, the prophet  praised and glorified allah and then said,""just now at this place i have seen what i have never seen before, including paradise and hell. nodoubt it has been inspired to me that you will be put to trials in your graves and these trials will be likethe trials of masih-ad-dajjal or nearly like it (the sub narrator is not sure which expression asma'used). you will be asked, 'what do you know about this man (the prophet  muhammad)?' then thefaithful believer (or asma' said a similar word) will reply, 'he is muhammad allah's messenger  who hadcome to us with clear evidences and guidance and so we accepted his teachings and followed him.and he is muhammad.' and he will repeat it thrice. then the angels will say to him, 'sleep in peace aswe have come to know that you were a faithful believer.' on the other hand, a hypocrite or a doubtfulperson will reply, 'i do not know, but i heard the people saying something and so i said it.' (the same).""",0
bukhari,3,86,"i came to aisha while she was praying, and said to her, ""what has happened to the people?"" shepointed out towards the sky. (i looked towards the mosque), and saw the people offering the prayer.aisha said, ""subhan allah."" i said to her, ""is there a sign?"" she nodded with her head meaning, ""yes.""i, too, then stood (for the prayer of eclipse) till i became (nearly) unconscious and later on i pouredwater on my head. after the prayer, the prophet  praised and glorified allah and then said,""just now at this place i have seen what i have never seen before, including paradise and hell. nodoubt it has been inspired to me that you will be put to trials in your graves and these trials will be likethe trials of masih-ad-dajjal or nearly like it (the sub narrator is not sure which expression asma'used). you will be asked, 'what do you know about this man (the prophet  muhammad)?' then thefaithful believer (or asma' said a similar word) will reply, 'he is muhammad allah's messenger  who hadcome to us with clear evidences and guidance and so we accepted his teachings and followed him.and he is muhammad.' and he will repeat it thrice. then the angels will say to him, 'sleep in peace aswe have come to know that you were a faithful believer.' on the other hand, a hypocrite or a doubtfulperson will reply, 'i do not know, but i heard the people saying something and so i said it.' (the same).""",bukhari,10,687,"i went to aisha and asked her to describe to me the illness of allah's messenger . aisha said, ""yes. theprophet became seriously ill and asked whether the people had prayed. we replied, 'no. o allah'sapostle! they are waiting for you.' he added, 'put water for me in a trough."" aisha added, ""we didso. he took a bath and tried to get up but fainted. when he recovered, he again asked whether thepeople had prayed. we said, 'no, they are waiting for you. o allah's messenger ,' he again said, 'putwater in a trough for me.' he sat down and took a bath and tried to get up but fainted again. then herecovered and said, 'have the people prayed?' we replied, 'no, they are waiting for you. o allah'sapostle.' he said, 'put water for me in the trough.' then he sat down and washed himself and tried toget up but he fainted. when he recovered, he asked, 'have the people prayed?' we said, 'no, they arewaiting for you. o allah's messenger ! the people were in the mosque waiting for the prophet  for the`isha prayer. the prophet  sent for abu bakr to lead the people in the prayer. the messenger went toabu bakr and said, 'allah's messenger  orders you to lead the people in the prayer.' abu bakr was asofthearted man, so he asked `umar to lead the prayer but `umar replied, 'you are more rightful.' soabu bakr led the prayer in those days. when the prophet  felt a bit better, he came out for the zuhrprayer with the help of two persons one of whom was al-`abbas. while abu bakr was leading thepeople in the prayer. when abu bakr saw him he wanted to retreat but the prophet  beckoned him notto do so and asked them to make him sit beside abu bakr and they did so. abu bakr was followingthe prophet (in the prayer) and the people were following abu bakr. the prophet (prayed) sitting.""'ubaidullah added ""i went to `abdullah bin `abbas and asked him, shall i tell you what aisha has toldme about the fatal illness of the prophet?' ibn `abbas said, 'go ahead. i told him her narration and hedid not deny anything of it but asked whether aisha told me the name of the second person (whohelped the prophet  ) along with al-abbas. i said. 'no.' he said, 'he was `ali (ibn abi talib).",0
bukhari,4,228,"fatima bint abi hubaish came to the prophet  and said, ""o allah's messenger  i get persistent bleedingfrom the uterus and do not become clean. shall i give up my prayers?"" allah's messenger  replied, ""no,because it is from a blood vessel and not the menses. so when your real menses begins give up yourprayers and when it has finished wash off the blood (take a bath) and offer your prayers."" hisham (thesub narrator) narrated that his father had also said, (the prophet  told her): ""perform ablution for everyprayer till the time of the next period comes.""",abudaud,1,314,"asma' entered upon the messenger of allah  and said: messenger of allah, how should one of us take bath when she is purified from her menses ? he said: she should take water mixed with the leaves of lote-tree; then should perform ablution and wash her head and rub it so much so that water reaches the roots of the hair; she should then our water upon her body. then she should take a piece of cloth (or cotton or wool) and purify with it. she asked: messenger of allah, how should i purify with it ? 'aishah said: i understood what he (the prophet) said metaphorically. i, therefore, said to her: remove the marks of blood.",0
